time,temperature_2m (°C),precipitation (mm),relative_humidity_2m (%),cloud_cover (%),thoi_diem,muc_nuoc_thuong_luu_m,muc_nuoc_dang_binh_thuong_m,muc_nuoc_chet_m,luu_luong_den_ho_m3_s,tong_luong_xa_m3_s,tong_luong_xa_qua_dap_tran_m3_s,tong_luong_xa_qua_nha_may_m3_s,so_cua_xa_sau,so_cua_xa_mat,thoi_diem_iso
2022-01-05T18:00,17.5,0.0,96,90,2022-01-05 18:00:00,104.36,105.0,101.0,245.0,389.0,0.0,389.0,0.0,0.0,2022-01-05T18:00:00
2022-01-05T19:00,17.3,0.0,95,100,2022-01-05 19:00:00,104.35,105.0,101.0,235.0,327.0,0.0,327.0,0.0,0.0,2022-01-05T19:00:00
2022-01-05T20:00,17.4,0.0,94,100,2022-01-05 20:00:00,104.34,105.0,101.0,230.0,327.0,0.0,327.0,0.0,0.0,2022-01-05T20:00:00
2022-01-05T21:00,17.3,0.0,94,98,2022-01-05 21:00:00,104.33,105.0,101.0,220.0,327.0,0.0,327.0,0.0,0.0,2022-01-05T21:00:00
2022-01-05T22:00,17.0,0.0,95,19,2022-01-05 22:00:00,104.32,105.0,101.0,225.0,327.0,0.0,327.0,0.0,0.0,2022-01-05T22:00:00
2022-01-05T23:00,16.9,0.0,96,96,2022-01-05 23:00:00,104.32,105.0,101.0,265.0,327.0,0.0,327.0,0.0,0.0,2022-01-05T23:00:00
2022-01-06T00:00,17.8,0.0,96,87,2022-01-06 00:00:00,104.32,105.0,101.0,270.0,240.0,0.0,240.0,0.0,0.0,2022-01-06T00:00:00
2022-01-06T01:00,19.9,0.0,86,49,2022-01-06 01:00:00,104.32,105.0,101.0,275.0,0.0,0.0,0.0,0.0,0.0,2022-01-06T01:00:00
2022-01-06T02:00,21.7,0.0,77,100,2022-01-06 02:00:00,104.33,105.0,101.0,265.0,0.0,0.0,0.0,0.0,0.0,2022-01-06T02:00:00
2022-01-06T03:00,22.4,0.1,74,100,2022-01-06 03:00:00,104.34,105.0,101.0,260.0,0.0,0.0,0.0,0.0,0.0,2022-01-06T03:00:00
2022-01-06T04:00,22.5,0.2,75,85,2022-01-06 04:00:00,104.35,105.0,101.0,270.0,0.0,0.0,0.0,0.0,0.0,2022-01-06T04:00:00
2022-01-06T05:00,23.2,0.2,73,71,2022-01-06 05:00:00,104.37,105.0,101.0,265.0,0.0,0.0,0.0,0.0,0.0,2022-01-06T05:00:00
2022-01-06T06:00,23.2,0.1,73,36,2022-01-06 06:00:00,104.37,105.0,101.0,250.0,162.0,0.0,162.0,0.0,0.0,2022-01-06T06:00:00
2022-01-06T07:00,22.8,0.4,75,49,2022-01-06 07:00:00,104.38,105.0,101.0,255.0,175.0,0.0,175.0,0.0,0.0,2022-01-06T07:00:00
2022-01-06T08:00,22.6,0.4,74,92,2022-01-06 08:00:00,104.37,105.0,101.0,245.0,352.0,0.0,352.0,0.0,0.0,2022-01-06T08:00:00
2022-01-06T09:00,21.9,0.2,80,100,2022-01-06 09:00:00,104.37,105.0,101.0,220.0,120.0,0.0,120.0,0.0,0.0,2022-01-06T09:00:00
2022-01-06T10:00,20.8,0.0,83,83,2022-01-06 10:00:00,104.38,105.0,101.0,210.0,0.0,0.0,0.0,0.0,0.0,2022-01-06T10:00:00
2022-01-06T11:00,19.7,0.0,88,20,2022-01-06 11:00:00,104.39,105.0,101.0,190.0,0.0,0.0,0.0,0.0,0.0,2022-01-06T11:00:00
2022-01-06T12:00,18.7,0.0,92,52,2022-01-06 12:00:00,104.4,105.0,101.0,185.0,0.0,0.0,0.0,0.0,0.0,2022-01-06T12:00:00
2022-01-06T13:00,18.2,0.0,94,42,2022-01-06 13:00:00,104.42,105.0,101.0,180.0,0.0,0.0,0.0,0.0,0.0,2022-01-06T13:00:00
2022-01-06T14:00,17.8,0.0,93,26,2022-01-06 14:00:00,104.43,105.0,101.0,175.0,0.0,0.0,0.0,0.0,0.0,2022-01-06T14:00:00
2022-01-06T15:00,17.5,0.0,91,8,2022-01-06 15:00:00,104.44,105.0,101.0,200.0,0.0,0.0,0.0,0.0,0.0,2022-01-06T15:00:00
2022-01-06T16:00,17.3,0.0,89,9,2022-01-06 16:00:00,104.42,105.0,101.0,210.0,300.0,0.0,300.0,0.0,0.0,2022-01-06T16:00:00
2022-01-06T17:00,17.2,0.0,89,3,2022-01-06 17:00:00,104.4,105.0,101.0,245.0,390.0,0.0,390.0,0.0,0.0,2022-01-06T17:00:00
2022-01-06T18:00,16.9,0.0,90,2,2022-01-06 18:00:00,104.39,105.0,101.0,250.0,390.0,0.0,390.0,0.0,0.0,2022-01-06T18:00:00
2022-01-06T19:00,16.6,0.0,91,2,2022-01-06 19:00:00,104.38,105.0,101.0,260.0,362.0,0.0,362.0,0.0,0.0,2022-01-06T19:00:00
2022-01-06T20:00,16.3,0.0,92,6,2022-01-06 20:00:00,104.37,105.0,101.0,265.0,362.0,0.0,362.0,0.0,0.0,2022-01-06T20:00:00
2022-01-06T21:00,16.1,0.0,94,6,2022-01-06 21:00:00,104.36,105.0,101.0,265.0,362.0,0.0,362.0,0.0,0.0,2022-01-06T21:00:00
2022-01-06T22:00,15.9,0.0,95,12,2022-01-06 22:00:00,104.35,105.0,101.0,255.0,362.0,0.0,362.0,0.0,0.0,2022-01-06T22:00:00
2022-01-06T23:00,15.9,0.0,94,6,2022-01-06 23:00:00,104.34,105.0,101.0,245.0,352.0,0.0,352.0,0.0,0.0,2022-01-06T23:00:00
